ICD10Code,icd10_count_acu_all,icd10_patient_count_acu_all,icd10_count_acu_24,icd10_patient_count_acu_24,icd10_count_all_all,icd10_patient_count_all_all,icd10_count_all_24,icd10_patient_count_all_24,icd10_count_acu_all_%,icd10_patient_count_acu_all_%,icd10_count_acu_24_%,icd10_patient_count_acu_24_%,icd10_count_all_all_%,icd10_patient_count_all_all_%,icd10_count_all_24_%,icd10_patient_count_all_24_%
E16.1,0.0,0.0,0.0,0.0,5131.0,2181.0,1718.0,838.0,0.0,0.0,0.0,0.0,2.7988961428538263e-05,6.609912140599286e-05,3.1526823702423926e-05,5.8905958886030676e-05
E16.2,0.0,0.0,0.0,0.0,13243.0,5180.0,3781.0,1747.0,0.0,0.0,0.0,0.0,7.223890395597977e-05,0.00015698920168869465,6.938470338699935e-05,0.00012280275677075845
E16.8,0.0,0.0,0.0,0.0,328.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7891988595908302e-06,4.273258192684546e-06,0.0,0.0
E16.9,0.0,0.0,0.0,0.0,471.0,133.0,141.0,45.0,0.0,0.0,0.0,0.0,2.569245923375857e-06,4.03080382714216e-06,2.5874750535749556e-06,3.163207816075633e-06
E16.A1,0.0,0.0,0.0,0.0,171.0,125.0,171.0,125.0,0.0,0.0,0.0,0.0,9.32783551798878e-07,3.7883494615997747e-06,3.138001660718563e-06,8.786688377987869e-06
E20.9,0.0,0.0,0.0,0.0,1118.0,240.0,297.0,97.0,0.0,0.0,0.0,0.0,6.098549771410208e-06,7.273630966271567e-06,5.4502134107217145e-06,6.818470181318587e-06
E21.0,0.0,0.0,0.0,0.0,17773.0,2136.0,5513.0,1275.0,0.0,0.0,0.0,0.0,9.694948576679216e-05,6.473531559981695e-05,0.00010116843950609029,8.962422145547627e-05
E21.1,0.0,0.0,0.0,0.0,3329.0,1181.0,1144.0,529.0,0.0,0.0,0.0,0.0,1.8159277449932542e-05,3.579232571319467e-05,2.0993414619076235e-05,3.718526521564466e-05
E21.2,0.0,0.0,0.0,0.0,2310.0,801.0,768.0,348.0,0.0,0.0,0.0,0.0,1.2600760261142738e-05,2.4275743349931357e-05,1.4093481142876353e-05,2.4462140444318227e-05
E21.3,0.0,0.0,0.0,0.0,19783.0,3941.0,5981.0,2061.0,0.0,0.0,0.0,0.0,0.00010791378365635791,0.00011943908182531769,0.00010975665457753056,0.00014487491797626398
E21.4,0.0,0.0,0.0,0.0,495.0,266.0,105.0,67.0,0.0,0.0,0.0,0.0,2.7001629131020154e-06,8.06160765428432e-06,1.9268431250026266e-06,4.709664970601498e-06
E21.5,0.0,0.0,0.0,0.0,1105.0,423.0,293.0,140.0,0.0,0.0,0.0,0.0,6.027636401975206e-06,1.2819774578053636e-05,5.376809863102567e-06,9.841090983346414e-06
E22.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2853021012004066e-06,3.3740883371473418e-06
E22.1,0.0,0.0,0.0,0.0,7897.0,1511.0,2343.0,755.0,0.0,0.0,0.0,0.0,4.307714449447801e-05,4.579356829181808e-05,4.299612801791575e-05,5.307159780304673e-05
E22.2,0.0,0.0,0.0,0.0,2930.0,894.0,1089.0,387.0,0.0,0.0,0.0,0.0,1.598278249573516e-05,2.7094275349361586e-05,1.9984115839312955e-05,2.7203587218250442e-05
E22.9,0.0,0.0,0.0,0.0,455.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4819679302250847e-06,4.3944853754557385e-06,0.0,0.0
E23.0,0.0,0.0,0.0,0.0,8646.0,1323.0,2479.0,669.0,0.0,0.0,0.0,0.0,4.7162845548848535e-05,4.0095890701572016e-05,4.549184863696677e-05,4.702635619899108e-05
E23.2,0.0,0.0,0.0,0.0,1853.0,289.0,333.0,80.0,0.0,0.0,0.0,0.0,1.0107882581773807e-05,8.758663955218679e-06,6.110845339294044e-06,5.623480561912236e-06
E23.6,0.0,0.0,0.0,0.0,5770.0,1718.0,1773.0,788.0,0.0,0.0,0.0,0.0,3.1474626279997227e-05,5.20670750002273e-05,3.253612248218721e-05,5.539128353483553e-05
E23.7,0.0,0.0,0.0,0.0,6208.0,1622.0,1780.0,709.0,0.0,0.0,0.0,0.0,3.3863861342499615e-05,4.9157622613718676e-05,3.266457869052072e-05,4.983809647994719e-05
E24.9,0.0,0.0,0.0,0.0,1225.0,238.0,393.0,109.0,0.0,0.0,0.0,0.0,6.682221350605997e-06,7.213017374885971e-06,7.211898553581259e-06,7.661992265605423e-06
E26.01,0.0,0.0,0.0,0.0,0.0,0.0,117.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1470537678600695e-06,2.6008597598844093e-06
E26.09,0.0,0.0,0.0,0.0,5184.0,549.0,1653.0,339.0,0.0,0.0,0.0,0.0,2.8278069780850195e-05,1.663843083534621e-05,3.0334016053612776e-05,2.3829498881103103e-05
E26.9,0.0,0.0,0.0,0.0,4294.0,679.0,1408.0,347.0,0.0,0.0,0.0,0.0,2.3423231411838492e-05,2.0578314275409975e-05,2.583804876193998e-05,2.4391846937294325e-05
E27.1,0.0,0.0,0.0,0.0,1394.0,312.0,549.0,177.0,0.0,0.0,0.0,0.0,7.604095153261029e-06,9.455720256153037e-06,1.007463691072802e-05,1.2441950743230823e-05
E27.2,0.0,0.0,0.0,0.0,0.0,0.0,256.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,4.697827047625451e-06,3.022620802027827e-06
E27.3,0.0,0.0,0.0,0.0,975.0,261.0,441.0,148.0,0.0,0.0,0.0,0.0,5.318502707625181e-06,7.91007367582033e-06,8.092741125011031e-06,1.0403439039537637e-05
E27.40,0.0,0.0,0.0,0.0,6686.0,1206.0,2582.0,584.0,0.0,0.0,0.0,0.0,3.647129138787894e-05,3.654999560551462e-05,4.738198998815982e-05,4.105140810195933e-05
E27.49,0.0,0.0,0.0,0.0,2660.0,568.0,938.0,265.0,0.0,0.0,0.0,0.0,1.450996636131588e-05,1.7214259953509376e-05,1.721313191669013e-05,1.8627779361334285e-05
E27.8,0.0,0.0,0.0,0.0,5845.0,1827.0,1775.0,679.0,0.0,0.0,0.0,0.0,3.1883741872891474e-05,5.5370515730742305e-05,3.257282425599678e-05,4.7729291269230106e-05
E27.9,0.0,0.0,0.0,0.0,11633.0,3304.0,3566.0,1303.0,0.0,0.0,0.0,0.0,6.345655589518332e-05,0.00010013365296900524,6.543926270247015e-05,9.159243965214555e-05
E28.0,0.0,0.0,0.0,0.0,178.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,9.709676738023408e-07,3.121599956358214e-06,0.0,0.0
E28.1,0.0,0.0,0.0,0.0,481.0,270.0,193.0,122.0,0.0,0.0,0.0,0.0,2.6237946690950894e-06,8.182834837055513e-06,3.5417211726238754e-06,8.57580785691616e-06
E28.2,0.0,0.0,0.0,0.0,13705.0,2396.0,4674.0,1466.0,0.0,0.0,0.0,0.0,7.475905600820832e-05,7.261508247994447e-05,8.577204539297405e-05,0.00010305028129704173
E28.310,0.0,0.0,0.0,0.0,5893.0,2552.0,2283.0,1249.0,0.0,0.0,0.0,0.0,3.214557585234379e-05,7.7342942608021e-05,4.189507480362853e-05,8.779659027285479e-05
E28.319,0.0,0.0,0.0,0.0,1205.0,552.0,405.0,234.0,0.0,0.0,0.0,0.0,6.573123859167532e-06,1.6729351222424603e-05,7.432109196438702e-06,1.644868064359329e-05
E28.39,0.0,0.0,0.0,0.0,751.0,231.0,289.0,93.0,0.0,0.0,0.0,0.0,4.09661080351437e-06,7.000869805036383e-06,5.3034063154834195e-06,6.537296153222975e-06
E29.0,0.0,0.0,0.0,0.0,688.0,286.0,211.0,91.0,0.0,0.0,0.0,0.0,3.752953705483205e-06,8.667743568140284e-06,3.87203713691004e-06,6.396709139175169e-06
E29.1,344.0,230.0,157.0,115.0,189749.0,21276.0,50551.0,12204.0,7.132281639703256e-05,0.00016538540912395348,7.343277159601685e-05,0.00017570772013885492,0.0010350569951478672,0.0006448073851599744,0.0009276556839238836,0.0008578619597197117
E29.8,0.0,0.0,0.0,0.0,2518.0,860.0,458.0,228.0,0.0,0.0,0.0,0.0,1.3735374172102776e-05,2.606384429580645e-05,8.40470620239241e-06,1.6026919601449875e-05
E29.9,0.0,0.0,0.0,0.0,7927.0,2160.0,1822.0,718.0,0.0,0.0,0.0,0.0,4.3240790731635706e-05,6.54626786964441e-05,3.3435315940521765e-05,5.047073804316232e-05
E31.21,0.0,0.0,0.0,0.0,0.0,0.0,126.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.312211750003152e-06,9.138155913107384e-07
E34.00,0.0,0.0,0.0,0.0,0.0,0.0,294.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3951607500073545e-06,2.3899792388127004e-06
E34.8,0.0,0.0,0.0,0.0,724.0,337.0,165.0,104.0,0.0,0.0,0.0,0.0,3.949329190072442e-06,1.0213390148472992e-05,3.0278963392898418e-06,7.3105247304859075e-06
E34.9,0.0,0.0,0.0,0.0,1763.0,734.0,348.0,178.0,0.0,0.0,0.0,0.0,9.616943870300712e-06,2.2245188038513875e-05,6.386108642865848e-06,1.2512244250254726e-05
E41.,0.0,0.0,0.0,0.0,0.0,0.0,305.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59702050596001e-06,3.163207816075633e-06
E43.,0.0,0.0,0.0,0.0,14158.0,3348.0,7208.0,1841.0,0.0,0.0,0.0,0.0,7.723011418928955e-05,0.00010146715197948836,0.0001322731928097041,0.00012941034643100535
E44.0,0.0,0.0,0.0,0.0,13926.0,4171.0,6968.0,2294.0,0.0,0.0,0.0,0.0,7.596458328860336e-05,0.00012640964483466127,0.00012786897995255525,0.0001612533051128334
E44.1,0.0,0.0,0.0,0.0,2615.0,1215.0,911.0,452.0,0.0,0.0,0.0,0.0,1.4264497005579334e-05,3.682275676674981e-05,1.6717657970260883e-05,3.177266517480413e-05
E46.,0.0,0.0,0.0,0.0,11679.0,4317.0,4556.0,2016.0,0.0,0.0,0.0,0.0,6.370748012549179e-05,0.00013083443700580982,8.36066407382092e-05,0.00014171171016018837
E50.9,0.0,0.0,0.0,0.0,1678.0,469.0,421.0,174.0,0.0,0.0,0.0,0.0,9.153279531687235e-06,1.4213887179922353e-05,7.725723386915293e-06,1.2231070222159114e-05
E51.2,0.0,0.0,0.0,0.0,2907.0,382.0,1159.0,179.0,0.0,0.0,0.0,0.0,1.5857320380580925e-05,1.1577195954648911e-05,2.1268677922648038e-05,1.2582537757278629e-05
E51.9,0.0,0.0,0.0,0.0,1737.0,722.0,780.0,377.0,0.0,0.0,0.0,0.0,9.475117131430707e-06,2.1881506490200298e-05,1.4313691785733797e-05,2.6500652148011415e-05
E53.1,0.0,0.0,0.0,0.0,537.0,190.0,196.0,73.0,0.0,0.0,0.0,0.0,2.929267645122792e-06,5.7582911816316575e-06,3.596773833338236e-06,5.131426012744916e-06
E53.8,290.0,212.0,138.0,103.0,71031.0,18877.0,26964.0,9919.0,6.012679289284721e-05,0.00015244220319251365,6.454600305891928e-05,0.00015737300151567006,0.0003874651957182813,0.0005721013822929515,0.0004948133145006745,0.0006972412961700935
E53.9,0.0,0.0,0.0,0.0,10220.0,3605.0,3488.0,1379.0,0.0,0.0,0.0,0.0,5.574881812505575e-05,0.0001092559984725375,6.400789352389677e-05,9.693474618596217e-05
E54.,0.0,0.0,0.0,0.0,522.0,240.0,214.0,110.0,0.0,0.0,0.0,0.0,2.8474445265439434e-06,7.273630966271567e-06,3.927089797624401e-06,7.732285772629325e-06
E55.9,3427.0,2335.0,1588.0,979.0,671178.0,117418.0,205783.0,69456.0,0.0007105328249785773,0.0016790214361062236,0.0007427467598374189,0.001495807461008165,0.003661191805434312,0.0035585633366569786,0.0037763005599277667,0.0048823058238522034
E56.1,0.0,0.0,0.0,0.0,319.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740104988443521e-06,3.939883440063766e-06,0.0,0.0
E56.8,0.0,0.0,0.0,0.0,3054.0,1145.0,997.0,433.0,0.0,0.0,0.0,0.0,1.6659186942653646e-05,3.4701281068253936e-05,1.829583424407256e-05,3.043708854134998e-05
E56.9,278.0,185.0,0.0,0.0,37108.0,11944.0,10711.0,5065.0,5.7638787669694916e-05,0.00013302739429535388,0.0,0.0,0.00020241948561492844,0.00036198436775478163,0.0001965563496371727,0.0003560366130760685
E58.,0.0,0.0,0.0,0.0,311.0,186.0,125.0,86.0,0.0,0.0,0.0,0.0,1.6964659918681348e-06,5.637063998860464e-06,2.293860863098365e-06,6.045241604055654e-06
E60.,0.0,0.0,0.0,0.0,587.0,235.0,299.0,146.0,0.0,0.0,0.0,0.0,3.2020113737189553e-06,7.122096987807576e-06,5.486915184531289e-06,1.0262852025489832e-05
E61.0,0.0,0.0,0.0,0.0,622.0,136.0,239.0,74.0,0.0,0.0,0.0,0.0,3.3929319837362697e-06,4.1217242142205545e-06,4.385861970244074e-06,5.201719519768819e-06
E61.1,0.0,0.0,0.0,0.0,36655.0,10697.0,14767.0,5792.0,0.0,0.0,0.0,0.0,0.00019994842743384722,0.0003241917935258623,0.00027098754692298844,0.0004071399926824459
E61.2,0.0,0.0,0.0,0.0,5374.0,1612.0,1799.0,666.0,0.0,0.0,0.0,0.0,2.9314495949515614e-05,4.8854554656790695e-05,3.301324554171167e-05,4.681547567791937e-05
E61.9,0.0,0.0,0.0,0.0,0.0,0.0,113.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2.073650220240922e-06,4.709664970601498e-06
E63.1,0.0,0.0,0.0,0.0,285.0,133.0,147.0,70.0,0.0,0.0,0.0,0.0,1.55463925299813e-06,4.03080382714216e-06,2.6975803750036773e-06,4.920545491673207e-06
E63.8,0.0,0.0,0.0,0.0,586.0,394.0,214.0,153.0,0.0,0.0,0.0,0.0,3.196556499147032e-06,1.1940877502962489e-05,3.927089797624401e-06,1.0754906574657152e-05
E63.9,0.0,0.0,0.0,0.0,7618.0,2236.0,3184.0,983.0,0.0,0.0,0.0,0.0,4.155523448891142e-05,6.776599516909677e-05,5.842922390484155e-05,6.90985174044966e-05
E64.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8260365833371856e-06,3.514675351195148e-06
E65.,0.0,0.0,0.0,0.0,2090.0,1066.0,705.0,418.0,0.0,0.0,0.0,0.0,1.140068785531962e-05,3.230704420852288e-05,1.2937375267874779e-05,2.9382685935991435e-05
E66.01,1869.0,942.0,711.0,358.0,346914.0,32879.0,81309.0,15270.0,0.0003875068135059705,0.0006773611104120182,0.00033255223315138845,0.0005469857722583484,0.001892372357244187,0.000996457135583512,0.0014920922633413197,0.0010733818522549981
E66.09,1152.0,573.0,471.0,244.0,188552.0,32975.0,41212.0,11605.0,0.00023884850142262066,0.0004120253888175015,0.00022029831478805056,0.00037280594533809224,0.0010285275102852752,0.0009993665879700206,0.0007562767511200785,0.0008157561490123938
E66.1,0.0,0.0,0.0,0.0,1431.0,530.0,482.0,161.0,0.0,0.0,0.0,0.0,7.80592551242219e-06,1.6062601717183044e-05,8.845127488107295e-06,1.1317254630848375e-05
E66.2,0.0,0.0,0.0,0.0,11833.0,2538.0,3455.0,883.0,0.0,0.0,0.0,0.0,6.454753080956798e-05,7.691864746832182e-05,6.340231425603881e-05,6.206916670210631e-05
E66.3,1161.0,671.0,441.0,237.0,260701.0,52197.0,84666.0,23160.0,0.00024071450533998486,0.0004824939544442295,0.00020626657499263335,0.000362110692807901,0.0014220912557749666,0.0015819238147769875,0.0015536961906806894,0.0016279976226735925
E66.8,823.0,472.0,0.0,0.0,164766.0,32200.0,4009.0,2770.0,0.00017063569155452847,0.0003393996222022002,0.0,0.0,0.0008987778637175083,0.0009758788213081019,7.356870560129076e-05,0.0001947130144562112
E66.811,198.0,125.0,198.0,125.0,79001.0,21704.0,78999.0,21690.0,4.105208618201293e-05,8.988337452388777e-05,9.260948264975375e-05,0.0001909866523248423,0.00043094054605650973,0.000657778693716492,0.0014497017145912619,0.001524666167348455
E66.812,0.0,0.0,0.0,0.0,65050.0,17471.0,65048.0,17455.0,0.0,0.0,0.0,0.0,0.00035483959090360824,0.0005294900275488773,0.0011936884913825794,0.001226973165102226
E66.813,0.0,0.0,0.0,0.0,49779.0,10937.0,49777.0,10923.0,0.0,0.0,0.0,0.0,0.00027153820131576813,0.00033146542449213385,0.0009134520974595784,0.000767815977222092
E66.89,0.0,0.0,0.0,0.0,8342.0,2614.0,8339.0,2611.0,0.0,0.0,0.0,0.0,4.5504563678983864e-05,7.922196394097448e-05,0.0001530280458990181,0.0001835363468394106
E66.9,8197.0,4158.0,3774.0,1930.0,1552566.0,134793.0,498420.0,84823.0,0.001699514901181616,0.0029898805701626028,0.001765192866263488,0.0029488339118955652,0.008469052794632613,0.004085143911819347,0.009146449051083897,0.005962506146288521
E67.3,0.0,0.0,0.0,0.0,1802.0,1066.0,736.0,508.0,0.0,0.0,0.0,0.0,9.82968397860572e-06,3.230704420852288e-05,1.3506252761923172e-05,3.5709101568142704e-05
E67.8,0.0,0.0,0.0,0.0,219.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1946175312511945e-06,4.515712558226931e-06,0.0,0.0
E71.448,0.0,0.0,0.0,0.0,0.0,0.0,340.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239301547627553e-06,3.514675351195148e-07
E72.11,0.0,0.0,0.0,0.0,451.0,134.0,114.0,47.0,0.0,0.0,0.0,0.0,2.4601484319373914e-06,4.061110622834958e-06,2.0920011071457087e-06,3.303794830123439e-06
E72.12,0.0,0.0,0.0,0.0,510.0,159.0,214.0,94.0,0.0,0.0,0.0,0.0,2.781986031680864e-06,4.818780515154913e-06,3.927089797624401e-06,6.607589660246878e-06
E72.20,0.0,0.0,0.0,0.0,871.0,354.0,303.0,128.0,0.0,0.0,0.0,0.0,4.751195752145162e-06,1.0728605675250562e-05,5.560318732150436e-06,8.997568899059579e-06
E73.1,0.0,0.0,0.0,0.0,364.0,177.0,160.0,90.0,0.0,0.0,0.0,0.0,1.985574344180068e-06,5.364302837625281e-06,2.936141904765907e-06,6.326415632151266e-06
E73.8,0.0,0.0,0.0,0.0,320.0,226.0,102.0,70.0,0.0,0.0,0.0,0.0,1.7455598630154442e-06,6.849335826572393e-06,1.8717904642882658e-06,4.920545491673207e-06
E73.9,0.0,0.0,0.0,0.0,3584.0,1679.0,1014.0,538.0,0.0,0.0,0.0,0.0,1.9550270465772975e-05,5.088510996820817e-05,1.8607799321453935e-05,3.781790677885979e-05
E74.02,0.0,0.0,0.0,0.0,0.0,0.0,138.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.532422392860595e-06,2.1088052107170886e-07
E74.39,0.0,0.0,0.0,0.0,546.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9783615162701017e-06,8.819277546604275e-06,0.0,0.0
E75.21,0.0,0.0,0.0,0.0,0.0,0.0,129.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3672644107175123e-06,1.405870140478059e-06
E75.5,0.0,0.0,0.0,0.0,1235.0,404.0,261.0,113.0,0.0,0.0,0.0,0.0,6.73677009632523e-06,1.2243945459890472e-05,4.7895814821493855e-06,7.943166293701033e-06
E75.6,0.0,0.0,0.0,0.0,1158.0,374.0,265.0,126.0,0.0,0.0,0.0,0.0,6.316744754287139e-06,1.1334741589106525e-05,4.862985029768534e-06,8.856981885011773e-06
E77.8,0.0,0.0,0.0,0.0,154.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,8.400506840761825e-07,3.121599956358214e-06,0.0,0.0
E78.0,0.0,0.0,0.0,0.0,8313.0,5079.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5346372316398085e-05,0.00015392821532372205,0.0,0.0
E78.00,309.0,228.0,0.0,0.0,108522.0,21434.0,32283.0,10899.0,6.406613449617168e-05,0.0001639472751315713,0.0,0.0,0.0005919738982942563,0.0006495958588794365,0.0005924216819472361,0.0007661289330535183
E78.01,0.0,0.0,0.0,0.0,5577.0,1395.0,1110.0,503.0,0.0,0.0,0.0,0.0,3.0421835487616037e-05,4.227797999145348e-05,2.036948446431348e-05,3.535763403302319e-05
E78.019,0.0,0.0,0.0,0.0,222.0,137.0,222.0,137.0,0.0,0.0,0.0,0.0,1.2109821549669643e-06,4.152031009913353e-06,4.073896892862696e-06,9.630210462274704e-06
E78.1,0.0,0.0,0.0,0.0,30245.0,9795.0,9188.0,4007.0,0.0,0.0,0.0,0.0,0.00016498268142781908,0.0002968550638109583,0.0001686079488811822,0.0002816660826447791
E78.2,2228.0,1486.0,881.0,601.0,722379.0,87832.0,215919.0,56941.0,0.0004619396364319434,0.0010685335563399778,0.00041206542532541945,0.0009182638243778419,0.003940486838391355,0.002661906479289851,0.003962305149594687,0.004002582583448058
E78.4,0.0,0.0,0.0,0.0,39351.0,14892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021465476927975233,0.0004513288014571507,0.0,0.0
E78.41,0.0,0.0,0.0,0.0,1133.0,628.0,575.0,304.0,0.0,0.0,0.0,0.0,6.180372889989057e-06,1.9032667695077267e-05,1.0551759970252479e-05,2.13692261352665e-05
E78.49,368.0,221.0,0.0,0.0,108153.0,27707.0,34512.0,12529.0,7.629882684333716e-05,0.00015891380615823357,0.0,0.0,0.0005899610495772166,0.0008397103882603596,0.0006333258088580062,0.0008807073495024801
E78.5,8433.0,4956.0,3156.0,1958.0,2376158.0,208512.0,694139.0,154153.0,0.0017484456705702779,0.0035636960331231022,0.001476139026477893,0.00299161492201633,0.012961643853072037,0.006319330583496738,0.012738066285201887,0.010835954988255712
E78.6,0.0,0.0,0.0,0.0,1908.0,875.0,510.0,318.0,0.0,0.0,0.0,0.0,1.0407900683229587e-05,2.651844623119842e-05,9.35895232144133e-06,2.235333523360114e-05
E78.70,0.0,0.0,0.0,0.0,931.0,174.0,236.0,79.0,0.0,0.0,0.0,0.0,5.078488226460558e-06,5.273382450546886e-06,4.330809309529713e-06,5.553187054888334e-06
E78.79,0.0,0.0,0.0,0.0,593.0,201.0,101.0,54.0,0.0,0.0,0.0,0.0,3.234740621150495e-06,6.091665934252438e-06,1.8534395773834787e-06,3.7958493792907595e-06
E78.89,0.0,0.0,0.0,0.0,376.0,195.0,159.0,61.0,0.0,0.0,0.0,0.0,2.0510328390431467e-06,5.909825160095648e-06,2.91779101786112e-06,4.28790392845808e-06
E78.9,0.0,0.0,0.0,0.0,1677.0,906.0,331.0,181.0,0.0,0.0,0.0,0.0,9.147824657115312e-06,2.7457956897675167e-05,6.07414356548447e-06,1.2723124771326434e-05
E79.0,0.0,0.0,0.0,0.0,12931.0,3631.0,3655.0,1550.0,0.0,0.0,0.0,0.0,7.053698308953971e-05,0.00011004397516055025,6.70724916369962e-05,0.00010895493588704958
E80.1,0.0,0.0,0.0,0.0,0.0,0.0,155.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8443874702419722e-06,2.952327295003924e-06
E80.4,0.0,0.0,0.0,0.0,5294.0,1422.0,2042.0,873.0,0.0,0.0,0.0,0.0,2.8878105983761755e-05,4.309626347515904e-05,3.747251105957489e-05,6.136623163186729e-05
E80.6,0.0,0.0,0.0,0.0,5725.0,2930.0,2020.0,1144.0,0.0,0.0,0.0,0.0,3.1229156924260684e-05,8.879891137989871e-05,3.706879154766958e-05,8.041577203534498e-05
E80.7,0.0,0.0,0.0,0.0,4186.0,2281.0,1256.0,804.0,0.0,0.0,0.0,0.0,2.283410495807078e-05,6.912980097527269e-05,2.304871395241237e-05,5.651597964721798e-05
E83.01,0.0,0.0,0.0,0.0,0.0,0.0,101.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8534395773834787e-06,7.029350702390296e-07
E83.10,0.0,0.0,0.0,0.0,1320.0,560.0,414.0,227.0,0.0,0.0,0.0,0.0,7.200434434938707e-06,1.697180558796699e-05,7.597267178581784e-06,1.595662609442597e-05
E83.110,0.0,0.0,0.0,0.0,13569.0,841.0,3683.0,581.0,0.0,0.0,0.0,0.0,7.401719306642676e-05,2.5488015177643282e-05,6.758631647033022e-05,4.0840527580887616e-05
E83.118,0.0,0.0,0.0,0.0,1453.0,363.0,334.0,132.0,0.0,0.0,0.0,0.0,7.925932753004501e-06,1.1001366836485745e-05,6.129196226198831e-06,9.27874292715519e-06
E83.119,0.0,0.0,0.0,0.0,9159.0,1107.0,2615.0,605.0,0.0,0.0,0.0,0.0,4.9961196204245164e-05,3.35496228319276e-05,4.798756925601779e-05,4.252757174946129e-05
E83.19,0.0,0.0,0.0,0.0,1367.0,558.0,451.0,242.0,0.0,0.0,0.0,0.0,7.456813539819101e-06,1.6911191996581395e-05,8.2762499940589e-06,1.7011028699784516e-05
E83.30,0.0,0.0,0.0,0.0,5392.0,1250.0,1823.0,579.0,0.0,0.0,0.0,0.0,2.9412683691810233e-05,3.7883494615997746e-05,3.3453666827426555e-05,4.069994056683981e-05
E83.31,0.0,0.0,0.0,0.0,1013.0,405.0,272.0,112.0,0.0,0.0,0.0,0.0,5.525787941358265e-06,1.227425225558327e-05,4.991441238102042e-06,7.87287278667713e-06
E83.39,0.0,0.0,0.0,0.0,10955.0,4627.0,3916.0,1915.0,0.0,0.0,0.0,0.0,5.975815093541935e-05,0.00014022954367057724,7.186207311914557e-05,0.00013461206595077416
E83.40,0.0,0.0,0.0,0.0,623.0,192.0,328.0,95.0,0.0,0.0,0.0,0.0,3.398386858308193e-06,5.818904773017254e-06,6.019090904770109e-06,6.677883167270781e-06
E83.41,0.0,0.0,0.0,0.0,768.0,430.0,371.0,169.0,0.0,0.0,0.0,0.0,4.189343671237066e-06,1.3031922147903225e-05,6.808179041675947e-06,1.18796026870396e-05
E83.42,202.0,122.0,0.0,0.0,55867.0,14122.0,19160.0,6351.0,4.188142125639702e-05,8.772617353531446e-05,0.0,0.0,0.00030474747770963695,0.00042799256877369614,0.0003516029930957174,0.0004464340631088077
E83.50,0.0,0.0,0.0,0.0,218.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1891626566792713e-06,3.8489630529853705e-06,0.0,0.0
E83.51,0.0,0.0,0.0,0.0,10314.0,3728.0,3549.0,1499.0,0.0,0.0,0.0,0.0,5.6261576334816536e-05,0.00011298373434275167,6.512729762508877e-05,0.00010536996702883053
E83.52,0.0,0.0,0.0,0.0,26044.0,6878.0,7917.0,2969.0,0.0,0.0,0.0,0.0,0.00014206675335116947,0.000208450140775066,0.00014528397162519803,0.00020870142235396787
E83.59,0.0,0.0,0.0,0.0,667.0,237.0,209.0,73.0,0.0,0.0,0.0,0.0,3.6384013394728164e-06,7.182710579193173e-06,3.835335363100466e-06,5.131426012744916e-06
E83.89,0.0,0.0,0.0,0.0,662.0,270.0,368.0,128.0,0.0,0.0,0.0,0.0,3.6111269666132e-06,8.182834837055513e-06,6.753126380961586e-06,8.997568899059579e-06
E83.9,0.0,0.0,0.0,0.0,1760.0,700.0,609.0,278.0,0.0,0.0,0.0,0.0,9.600579246584944e-06,2.1214756984958736e-05,1.1175690125015234e-05,1.9541594952645023e-05
E85.4,0.0,0.0,0.0,0.0,2183.0,422.0,1176.0,259.0,0.0,0.0,0.0,0.0,1.1907991190508483e-05,1.2789467782360838e-05,2.1580643000029418e-05,1.8206018319190865e-05
E85.81,0.0,0.0,0.0,0.0,2445.0,195.0,1029.0,113.0,0.0,0.0,0.0,0.0,1.3337168328352379e-05,5.909825160095648e-06,1.888306262502574e-05,7.943166293701033e-06
E85.82,0.0,0.0,0.0,0.0,2140.0,235.0,1182.0,171.0,0.0,0.0,0.0,0.0,1.1673431583915783e-05,7.122096987807576e-06,2.1690748321458138e-05,1.2020189701087406e-05
