ICD10Code,icd10_count_acu_all,icd10_patient_count_acu_all,icd10_count_acu_24,icd10_patient_count_acu_24,icd10_count_all_all,icd10_patient_count_all_all,icd10_count_all_24,icd10_patient_count_all_24,icd10_count_acu_all_%,icd10_patient_count_acu_all_%,icd10_count_acu_24_%,icd10_patient_count_acu_24_%,icd10_count_all_all_%,icd10_patient_count_all_all_%,icd10_count_all_24_%,icd10_patient_count_all_24_%
Z70.8,0.0,0.0,0.0,0.0,730.0,521.0,208.0,159.0,0.0,0.0,0.0,0.0,3.982058437503982e-06,1.578984055594786e-05,3.816984476195679e-06,1.117666761680057e-05
Z70.9,0.0,0.0,0.0,0.0,824.0,450.0,274.0,139.0,0.0,0.0,0.0,0.0,4.494816647264769e-06,1.3638058061759189e-05,5.0281430119116154e-06,9.770797476322511e-06
Z71.0,0.0,0.0,0.0,0.0,60555.0,16546.0,19052.0,7067.0,0.0,0.0,0.0,0.0,0.0003303199297028132,0.000501456241533039,0.0003496210973100004,0.0004967642141379221
Z71.1,0.0,0.0,0.0,0.0,17871.0,11291.0,3461.0,2487.0,0.0,0.0,0.0,0.0,9.748406347484064e-05,0.0003421940301673844,6.351241957746752e-05,0.00017481995196844664
Z71.2,0.0,0.0,0.0,0.0,134706.0,61464.0,32112.0,19882.0,0.0,0.0,0.0,0.0,0.0007348043340854951,0.0018627768904621483,0.0005892836802865176,0.0013975755066492385
Z71.3,299.0,268.0,0.0,0.0,1384369.0,161430.0,409592.0,82508.0,6.199279681021144e-05,0.00019270995497921536,0.0,0.0,0.0075515592562588356,0.004892426028688413,0.007516376469105484,0.005799776677528185
Z71.41,0.0,0.0,0.0,0.0,14713.0,3098.0,4036.0,1216.0,0.0,0.0,0.0,0.0,8.025756957670697e-05,9.389045305628881e-05,7.406417954772001e-05,8.5476904541066e-05
Z71.51,0.0,0.0,0.0,0.0,15590.0,2248.0,3321.0,833.0,0.0,0.0,0.0,0.0,8.504149457628367e-05,6.812967671741035e-05,6.0943295410797355e-05,5.855449135091116e-05
Z71.6,314.0,185.0,0.0,0.0,38531.0,12370.0,9768.0,4201.0,6.510280333915181e-05,0.00013302739429535388,0.0,0.0,0.00021018177213077524,0.00037489506271991366,0.00017925146328595862,0.0002953030230074163
Z71.7,0.0,0.0,0.0,0.0,3295.0,1379.0,873.0,368.0,0.0,0.0,0.0,0.0,1.7973811714487152e-05,4.179307126036871e-05,1.602032426787898e-05,2.5868010584796288e-05
Z71.81,0.0,0.0,0.0,0.0,635645.0,80037.0,266946.0,42553.0,0.0,0.0,0.0,0.0,0.0034673637472701626,0.002425665006864489,0.004898695855685249,0.0029911996043881423
Z71.82,3220.0,326.0,0.0,0.0,129819.0,12508.0,63585.0,6598.0,0.0006676147348792001,0.0002344158407582993,0.0,0.0,0.0007081463620525061,0.00037907740052551983,0.0011668411438408763,0.0004637965593437117
Z71.83,0.0,0.0,0.0,0.0,1852.0,1356.0,726.0,486.0,0.0,0.0,0.0,0.0,1.0102427707201883e-05,4.1096014959434354e-05,1.3322743892875303e-05,3.416264441361684e-05
Z71.84,0.0,0.0,0.0,0.0,4690.0,2894.0,2640.0,1720.0,0.0,0.0,0.0,0.0,2.5583361742320105e-05,8.770786673495798e-05,4.844634142863747e-05,0.00012090483208111308
Z71.85,0.0,0.0,0.0,0.0,6075.0,4918.0,3440.0,2815.0,0.0,0.0,0.0,0.0,3.3138363024433824e-05,0.00014904882121718154,6.3127050952467e-05,0.00019787622227228683
Z71.88,0.0,0.0,0.0,0.0,834.0,526.0,538.0,334.0,0.0,0.0,0.0,0.0,4.549365392984001e-06,1.594137453441185e-05,9.872777154775363e-06,2.3478031345983587e-05
Z71.89,17401.0,7630.0,5726.0,2414.0,4398337.0,295513.0,719946.0,166709.0,0.003607814907339429,0.005486481180938109,0.0026781914022853026,0.003688334229697355,0.02399237666004925,0.008956052115565874,0.013211647623553723,0.011718560262447837
Z71.9,7973.0,3730.0,3924.0,1470.0,2270710.0,256081.0,587997.0,148295.0,0.0016530721370161064,0.0026821198957928108,0.0018353515652405742,0.0022460030313401456,0.012386438239211872,0.007760994547807455,0.010790266447353994,0.010424175624109688
Z72.0,9449.0,3656.0,4070.0,1568.0,687330.0,70149.0,189331.0,38998.0,0.001959096779463839,0.0026289089380746693,0.0019036393655782714,0.002395736566762822,0.0037492989395200163,0.0021259914110541007,0.003474391768570212,0.0027413061869181674
Z72.3,0.0,0.0,0.0,0.0,219849.0,10631.0,100785.0,5171.0,0.0,0.0,0.0,0.0,0.0011992487197627574,0.0003221915450101376,0.0018494941366989496,0.0003634877248206022
Z72.4,0.0,0.0,0.0,0.0,5575.0,2426.0,1316.0,646.0,0.0,0.0,0.0,0.0,3.0410925738472193e-05,7.352428635072843e-05,2.4149767166699584e-05,4.540960553744131e-05
Z72.51,0.0,0.0,0.0,0.0,3497.0,1323.0,1090.0,465.0,0.0,0.0,0.0,0.0,1.9075696378015653e-05,4.0095890701572016e-05,2.0002466726217742e-05,3.268648076611487e-05
Z72.52,0.0,0.0,0.0,0.0,4158.0,623.0,1151.0,303.0,0.0,0.0,0.0,0.0,2.2681368470056928e-05,1.8881133716613277e-05,2.1121870827409745e-05,2.1298932628242597e-05
Z72.53,0.0,0.0,0.0,0.0,1540.0,309.0,444.0,152.0,0.0,0.0,0.0,0.0,8.400506840761825e-06,9.364799869074643e-06,8.147793785725391e-06,1.068461306763325e-05
Z72.6,0.0,0.0,0.0,0.0,5780.0,674.0,1794.0,298.0,0.0,0.0,0.0,0.0,3.1529175025716464e-05,2.0426780296945985e-05,3.292149110718773e-05,2.094746509312308e-05
Z72.811,0.0,0.0,0.0,0.0,2855.0,226.0,910.0,78.0,0.0,0.0,0.0,0.0,1.5573666902840916e-05,6.849335826572393e-06,1.6699307083356096e-05,5.48289354786443e-06
Z72.820,0.0,0.0,0.0,0.0,2659.0,1408.0,748.0,438.0,0.0,0.0,0.0,0.0,1.4504511486743956e-05,4.2671968335459863e-05,1.3726463404780615e-05,3.0788556076469496e-05
Z72.821,0.0,0.0,0.0,0.0,7823.0,5313.0,2831.0,1996.0,0.0,0.0,0.0,0.0,4.267348377615569e-05,0.0001610200055158368,5.1951360827451764e-05,0.0001403058400197103
Z72.89,0.0,0.0,0.0,0.0,50089.0,9621.0,21269.0,2986.0,0.0,0.0,0.0,0.0,0.0002732292124330643,0.00029158168136041146,0.00039030501357791296,0.00020989641197337422
Z72.9,1275.0,366.0,0.0,0.0,36991.0,6760.0,8362.0,1792.0,0.0002643505549599317,0.00026317852060594337,0.0,0.0,0.00020178126529001343,0.0002048739388833158,0.0001534501162978282,0.0001259659645868341
Z73.0,0.0,0.0,0.0,0.0,209.0,127.0,115.0,79.0,0.0,0.0,0.0,0.0,1.140068785531962e-06,3.8489630529853705e-06,2.1103519940504957e-06,5.553187054888334e-06
Z73.1,0.0,0.0,0.0,0.0,118.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,6.436751994869451e-07,3.121599956358214e-06,0.0,0.0
Z73.2,430.0,214.0,360.0,174.0,59616.0,3523.0,19068.0,1546.0,8.91535204962907e-05,0.00015388033718489585,0.0001683808775450068,0.0002658534200361805,0.00032519780247977723,0.00010677084122572804,0.00034991471150047697,0.00010867376185895397
Z73.3,7005.0,2591.0,3445.0,1411.0,101425.0,17620.0,34762.0,8244.0,0.0014523730490151542,0.0018631025871311455,0.0016113114531737457,0.00215585733144282,0.000553260653457317,0.0005340057401071042,0.0006379135305842029,0.0005794996719050559
Z73.4,0.0,0.0,0.0,0.0,908.0,307.0,188.0,89.0,0.0,0.0,0.0,0.0,4.953026111306323e-06,9.304186277689047e-06,3.449966738099941e-06,6.256122125127363e-06
Z73.5,0.0,0.0,0.0,0.0,213.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.161888283819655e-06,3.121599956358214e-06,0.0,0.0
Z73.6,0.0,0.0,0.0,0.0,49568.0,7362.0,20066.0,4089.0,0.0,0.0,0.0,0.0,0.0002703872227810923,0.00022311862989038032,0.0003682288966314543,0.0002874301502207392
Z73.82,0.0,0.0,0.0,0.0,8207.0,1225.0,6676.0,1051.0,0.0,0.0,0.0,0.0,4.476815561177422e-05,3.712582472367779e-05,0.00012251052097635748,7.387847588212201e-05
Z73.89,0.0,0.0,0.0,0.0,10953.0,2980.0,3959.0,1407.0,0.0,0.0,0.0,0.0,5.97472411862755e-05,9.031425116453862e-05,7.26511612560514e-05,9.890296438263146e-05
Z73.9,0.0,0.0,0.0,0.0,13854.0,3813.0,4897.0,1715.0,0.0,0.0,0.0,0.0,7.557183231942489e-05,0.00011555981197663953,8.986429317274154e-05,0.00012055336454599357
Z74.01,0.0,0.0,0.0,0.0,1780.0,635.0,1001.0,365.0,0.0,0.0,0.0,0.0,9.709676738023409e-06,1.9244815264926854e-05,1.8369237791691706e-05,2.565713006372458e-05
Z74.09,340.0,177.0,214.0,103.0,99359.0,24046.0,48825.0,13318.0,7.049348132264846e-05,0.00012727485832582508,0.0001000930772073096,0.00015737300151567006,0.0005419908825917235,0.0007287572092290254,0.0008959820531262213,0.0009361689265443395
Z74.1,0.0,0.0,0.0,0.0,102279.0,25238.0,58199.0,17239.0,0.0,0.0,0.0,0.0,0.0005579191163417394,0.0007648829096948409,0.001068003266971694,0.001211789767585063
Z74.2,0.0,0.0,0.0,0.0,19393.0,7519.0,8151.0,3792.0,0.0,0.0,0.0,0.0,0.00010578638257330784,0.00022787679681414964,0.00014957807916091817,0.00026655297863464
Z74.3,0.0,0.0,0.0,0.0,5325.0,1984.0,2877.0,1296.0,0.0,0.0,0.0,0.0,2.9047207095491375e-05,6.012868265451162e-05,5.2795501625071964e-05,9.110038510297823e-05
Z74.8,0.0,0.0,0.0,0.0,3102.0,1543.0,1706.0,889.0,0.0,0.0,0.0,0.0,1.6921020922105963e-05,4.676338575398762e-05,3.1306613059566486e-05,6.249092774424973e-05
Z74.9,0.0,0.0,0.0,0.0,2251.0,1197.0,1300.0,715.0,0.0,0.0,0.0,0.0,1.2278922661399265e-05,3.627723444427944e-05,2.3856152976222994e-05,5.0259857522090616e-05
Z75.0,0.0,0.0,0.0,0.0,2852.0,1074.0,1301.0,439.0,0.0,0.0,0.0,0.0,1.5557302279125145e-05,3.254949857406526e-05,2.387450386312778e-05,3.0858849583493395e-05
Z75.1,0.0,0.0,0.0,0.0,14255.0,4374.0,7850.0,2388.0,0.0,0.0,0.0,0.0,7.775923702276612e-05,0.0001325619243602993,0.0001440544622025773,0.00016786089477308026
Z75.2,0.0,0.0,0.0,0.0,816.0,505.0,442.0,303.0,0.0,0.0,0.0,0.0,4.451177650689383e-06,1.5304931824863088e-05,8.111092011915818e-06,2.1298932628242597e-05
Z75.3,0.0,0.0,0.0,0.0,1392.0,817.0,298.0,215.0,0.0,0.0,0.0,0.0,7.593185404117182e-06,2.4760652081016127e-05,5.468564297626502e-06,1.5113104010139135e-05
Z75.4,0.0,0.0,0.0,0.0,229.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2491662769704273e-06,5.152155267775693e-06,0.0,0.0
Z75.5,0.0,0.0,0.0,0.0,2615.0,801.0,1023.0,414.0,0.0,0.0,0.0,0.0,1.4264497005579334e-05,2.4275743349931357e-05,1.877295730359702e-05,2.9101511907895825e-05
Z75.8,0.0,0.0,0.0,0.0,6184.0,3133.0,3289.0,1677.0,0.0,0.0,0.0,0.0,3.373294435277346e-05,9.495119090553675e-05,6.0356067029844175e-05,0.00011788221127908526
Z75.9,0.0,0.0,0.0,0.0,6735.0,2593.0,2187.0,925.0,0.0,0.0,0.0,0.0,3.673858024190318e-05,7.858552123142572e-05,4.0133389660768994e-05,6.502149399711024e-05
Z76.0,221.0,178.0,0.0,0.0,271170.0,72643.0,41491.0,20238.0,4.58207628597215e-05,0.00012799392532201619,0.0,0.0,0.0014791983376684313,0.002201576559511939,0.0007613966485665141,0.001422599995149748
Z76.1,0.0,0.0,0.0,0.0,466.0,244.0,110.0,37.0,0.0,0.0,0.0,0.0,2.5419715505162406e-06,7.39485814904276e-06,2.018597559526561e-06,2.6008597598844093e-06
Z76.3,0.0,0.0,0.0,0.0,221.0,151.0,113.0,72.0,0.0,0.0,0.0,0.0,1.2055272803950411e-06,4.576326149612527e-06,2.073650220240922e-06,5.0611325057210124e-06
Z76.4,0.0,0.0,0.0,0.0,1151.0,895.0,394.0,346.0,0.0,0.0,0.0,0.0,6.278560632283676e-06,2.7124582145054384e-05,7.230249440486046e-06,2.4321553430270422e-05
Z76.5,0.0,0.0,0.0,0.0,4580.0,799.0,1037.0,220.0,0.0,0.0,0.0,0.0,2.4983325539408545e-05,2.4215129758545757e-05,1.9029869720264035e-05,1.546457154525865e-05
Z76.82,0.0,0.0,0.0,0.0,3804.0,573.0,851.0,249.0,0.0,0.0,0.0,0.0,2.075034287159609e-05,1.7365793931973367e-05,1.561660475597367e-05,1.7503083248951835e-05
Z76.89,447.0,320.0,251.0,166.0,437175.0,93465.0,83184.0,28907.0,9.267819456242312e-05,0.00023010143878115269,0.00011739888962165753,0.0002536302742873906,0.0023847347909805527,0.0028326246594273835,0.001526500176287795,0.002031974407539963
Z77.011,0.0,0.0,0.0,0.0,304.0,192.0,157.0,101.0,0.0,0.0,0.0,0.0,1.658281869864672e-06,5.818904773017254e-06,2.8810892440515464e-06,7.099644209414199e-06
Z77.012,0.0,0.0,0.0,0.0,491.0,391.0,129.0,108.0,0.0,0.0,0.0,0.0,2.6783434148143222e-06,1.1849957115884094e-05,2.3672644107175123e-06,7.591698758581519e-06
Z77.018,0.0,0.0,0.0,0.0,1281.0,1191.0,379.0,346.0,0.0,0.0,0.0,0.0,6.9876943266337e-06,3.609539367012265e-05,6.9549861369142425e-06,2.4321553430270422e-05
Z77.020,0.0,0.0,0.0,0.0,528.0,507.0,198.0,194.0,0.0,0.0,0.0,0.0,2.880173773975483e-06,1.5365545416248684e-05,3.63347560714781e-06,1.3636940362637174e-05
Z77.021,0.0,0.0,0.0,0.0,621.0,591.0,293.0,280.0,0.0,0.0,0.0,0.0,3.3874771091643465e-06,1.7911316254443733e-05,5.376809863102567e-06,1.9682181966692828e-05
Z77.028,0.0,0.0,0.0,0.0,558.0,445.0,112.0,92.0,0.0,0.0,0.0,0.0,3.043820011133181e-06,1.3486524083295197e-05,2.055299333336135e-06,6.467002646199072e-06
Z77.090,0.0,0.0,0.0,0.0,8139.0,3421.0,2258.0,1470.0,0.0,0.0,0.0,0.0,4.439722414088344e-05,0.00010367954806506263,4.143630263100886e-05,0.00010333145532513734
Z77.098,0.0,0.0,0.0,0.0,7292.0,5500.0,2054.0,1671.0,0.0,0.0,0.0,0.0,3.9776945378464436e-05,0.00016668737631039007,3.769272170243233e-05,0.00011746045023694184
Z77.110,0.0,0.0,0.0,0.0,7853.0,6990.0,2305.0,2104.0,0.0,0.0,0.0,0.0,4.2837130013313385e-05,0.0002118445018926594,4.2298794315533846e-05,0.0001478975387782918
Z77.111,0.0,0.0,0.0,0.0,1043.0,914.0,441.0,397.0,0.0,0.0,0.0,0.0,5.6894341785159636e-06,2.7700411263217552e-05,8.092741125011031e-06,2.7906522288489472e-05
Z77.112,0.0,0.0,0.0,0.0,132.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200434434938707e-07,3.7883494615997747e-06,0.0,0.0
Z77.118,0.0,0.0,0.0,0.0,6391.0,5026.0,1671.0,1360.0,0.0,0.0,0.0,0.0,3.486210338916158e-05,0.00015232195515200373,3.066433201789894e-05,9.559916955250802e-05
Z77.120,0.0,0.0,0.0,0.0,1142.0,824.0,456.0,335.0,0.0,0.0,0.0,0.0,6.229466761136367e-06,2.4972799650865714e-05,8.368004428582835e-06,2.354832485300749e-05
Z77.122,0.0,0.0,0.0,0.0,2999.0,2810.0,1528.0,1423.0,0.0,0.0,0.0,0.0,1.6359168841197866e-05,8.516209589676292e-05,2.8040155190514413e-05,0.0001000276604950139
Z77.123,0.0,0.0,0.0,0.0,370.0,319.0,186.0,162.0,0.0,0.0,0.0,0.0,2.018303591611607e-06,9.667867826002624e-06,3.413264964290367e-06,1.1387548137872278e-05
Z77.128,0.0,0.0,0.0,0.0,4980.0,3281.0,1584.0,1177.0,0.0,0.0,0.0,0.0,2.716527536817785e-05,9.943659666807088e-05,2.906780485718248e-05,8.273545776713378e-05
Z77.21,0.0,0.0,0.0,0.0,1716.0,962.0,268.0,226.0,0.0,0.0,0.0,0.0,9.36056476542032e-06,2.9155137456471865e-05,4.918037690482895e-06,1.5886332587402067e-05
Z77.22,0.0,0.0,0.0,0.0,2191.0,1813.0,700.0,605.0,0.0,0.0,0.0,0.0,1.195163018708387e-05,5.494622059104313e-05,1.2845620833350844e-05,4.252757174946129e-05
Z77.29,5059.0,2627.0,3286.0,1243.0,329258.0,166042.0,133676.0,62333.0,0.0010489015353272897,0.0018889889989940252,0.0015369432322580342,0.001899171270718232,0.0017960610918023097,0.005032200970423598,0.002453073157884296,0.004381605173320943
Z77.31,0.0,0.0,0.0,0.0,120.0,104.0,120.0,104.0,0.0,0.0,0.0,0.0,6.545849486307916e-07,3.1519067520510123e-06,2.2021064285744303e-06,7.3105247304859075e-06
Z77.39,0.0,0.0,0.0,0.0,206.0,175.0,206.0,175.0,0.0,0.0,0.0,0.0,1.1237041618161922e-06,5.303689246239684e-06,3.7802827023861053e-06,1.2301363729183016e-05
Z77.9,0.0,0.0,0.0,0.0,5492.0,3891.0,1005.0,820.0,0.0,0.0,0.0,0.0,2.995817114900256e-05,0.00011792374204067778,1.8442641339310852e-05,5.764067575960042e-05
Z78.0,0.0,0.0,0.0,0.0,6456.0,3273.0,2902.0,1600.0,0.0,0.0,0.0,0.0,3.521667023633659e-05,9.91941423025285e-05,5.325427379769164e-05,0.00011246961123824473
Z78.1,0.0,0.0,0.0,0.0,443.0,383.0,108.0,98.0,0.0,0.0,0.0,0.0,2.4165094353620055e-06,1.160750275034171e-05,1.9818957857169874e-06,6.88876368834249e-06
Z78.9,3818.0,1611.0,2202.0,850.0,325511.0,42629.0,114303.0,19420.0,0.000791600328499623,0.0011584169308638656,0.001029929700983625,0.0012987092358089278,0.0017756216767813133,0.0012919483935882943,0.002097561425877859,0.0013650999064041954
Z79.01,1410.0,838.0,631.0,400.0,887517.0,46546.0,218723.0,30909.0,0.00029234061372039507,0.0006025781428081436,0.00029513426036360916,0.0006111572874394955,0.004841293915449619,0.001410660112316985,0.004013761036475709,0.0021727020086018166
Z79.02,0.0,0.0,0.0,0.0,26190.0,12224.0,9855.0,5598.0,0.0,0.0,0.0,0.0,0.00014286316503867025,0.00037047027054876516,0.00018084799044667507,0.00039350305231980877
Z79.1,208.0,176.0,0.0,0.0,20093.0,11977.0,6927.0,4453.0,4.3125423867973176e-05,0.00012655579132963397,0.0,0.0,0.00010960479477365412,0.000362984492012644,0.00012711659358945898,0.00031301698677743987
Z79.2,0.0,0.0,0.0,0.0,24211.0,8309.0,7737.0,3040.0,0.0,0.0,0.0,0.0,0.00013206796826083412,0.0002518191654114602,0.0001419808119823364,0.000213692261352665
Z79.3,0.0,0.0,0.0,0.0,1471.0,861.0,436.0,291.0,0.0,0.0,0.0,0.0,8.02412049529912e-06,2.6094151091499248e-05,8.000986690487096e-06,2.045541054395576e-05
Z79.4,329.0,214.0,0.0,0.0,253935.0,26458.0,71998.0,13965.0,6.821280986809219e-05,0.00015388033718489585,0.0,0.0,0.0013851835744213337,0.0008018572004400546,0.0013212271553708485,0.0009816488255888047
Z79.51,0.0,0.0,0.0,0.0,17512.0,8495.0,6166.0,3694.0,0.0,0.0,0.0,0.0,9.552576350352018e-05,0.0002574562294103207,0.00011315156865491614,0.0002596642149462975
Z79.52,0.0,0.0,0.0,0.0,20496.0,6642.0,6158.0,2561.0,0.0,0.0,0.0,0.0,0.0001118031092261392,0.00020129773699156562,0.00011300476155967785,0.00018002167148821547
Z79.60,0.0,0.0,0.0,0.0,2053.0,999.0,1315.0,716.0,0.0,0.0,0.0,0.0,1.1198857496158459e-05,3.02764888971054e-05,2.4131416279794797e-05,5.0330151029114515e-05
Z79.61,0.0,0.0,0.0,0.0,2010.0,849.0,1466.0,678.0,0.0,0.0,0.0,0.0,1.096429788956576e-05,2.573046954318567e-05,2.6902400202417623e-05,4.765899776220621e-05
Z79.620,0.0,0.0,0.0,0.0,9153.0,2925.0,6608.0,2385.0,0.0,0.0,0.0,0.0,4.992846695681363e-05,8.864737740143472e-05,0.00012126266066683196,0.00016765001425200855
Z79.621,0.0,0.0,0.0,0.0,1196.0,333.0,764.0,249.0,0.0,0.0,0.0,0.0,6.5240299880202226e-06,1.00921629657018e-05,1.4020077595257207e-05,1.7503083248951835e-05
Z79.622,0.0,0.0,0.0,0.0,239.0,114.0,173.0,92.0,0.0,0.0,0.0,0.0,1.30371502268966e-06,3.4549747089789944e-06,3.174703434528137e-06,6.467002646199072e-06
Z79.624,0.0,0.0,0.0,0.0,615.0,270.0,447.0,226.0,0.0,0.0,0.0,0.0,3.354747861732807e-06,8.182834837055513e-06,8.202846446439753e-06,1.5886332587402067e-05
Z79.630,0.0,0.0,0.0,0.0,229.0,107.0,153.0,71.0,0.0,0.0,0.0,0.0,1.2491662769704273e-06,3.242827139129407e-06,2.8076856964323985e-06,4.99083899869711e-06
Z79.631,0.0,0.0,0.0,0.0,1876.0,789.0,1250.0,592.0,0.0,0.0,0.0,0.0,1.0233344696928041e-05,2.3912061801617776e-05,2.2938608630983648e-05,4.161375615815055e-05
Z79.69,0.0,0.0,0.0,0.0,5342.0,2076.0,3695.0,1630.0,0.0,0.0,0.0,0.0,2.9139939963214072e-05,6.291690785824906e-05,6.780652711318766e-05,0.00011457841644896182
Z79.810,0.0,0.0,0.0,0.0,608.0,283.0,174.0,101.0,0.0,0.0,0.0,0.0,3.316563739729344e-06,8.57682318106189e-06,3.193054321432924e-06,7.099644209414199e-06
Z79.811,0.0,0.0,0.0,0.0,1256.0,663.0,470.0,224.0,0.0,0.0,0.0,0.0,6.8513224623356185e-06,2.0093405544325205e-05,8.624916845249851e-06,1.574574557335426e-05
Z79.818,0.0,0.0,0.0,0.0,2415.0,951.0,1052.0,489.0,0.0,0.0,0.0,0.0,1.3173522091194681e-05,2.8821762703851086e-05,1.930513302383584e-05,3.437352493468854e-05
Z79.82,250.0,193.0,0.0,0.0,87903.0,32359.0,24838.0,12262.0,5.183344214900622e-05,0.0001387799302648827,0.0,0.0,0.00047949983949577057,0.0009806976018232568,0.0004557993289410975,0.0008619389831270981
Z79.83,0.0,0.0,0.0,0.0,2316.0,1059.0,812.0,440.0,0.0,0.0,0.0,0.0,1.2633489508574277e-05,3.209489663867329e-05,1.4900920166686978e-05,3.09291430905173e-05
Z79.84,482.0,331.0,145.0,116.0,225727.0,40073.0,82064.0,22661.0,9.993487646328398e-05,0.0002380111757392548,6.782007567784996e-05,0.00017723561335745367,0.0012313124724965224,0.001214484223797502,0.0015059471829544336,0.001592921162668665
Z79.85,0.0,0.0,0.0,0.0,60186.0,14850.0,42432.0,12488.0,0.0,0.0,0.0,0.0,0.0003283070809857735,0.00045005591603805323,0.0007786648331439185,0.0008778253157145002
Z79.890,0.0,0.0,0.0,0.0,24688.0,9974.0,13122.0,6353.0,0.0,0.0,0.0,0.0,0.00013466994343164153,0.0003022799802399692,0.00024080033796461395,0.0004465746501228555
Z79.891,1406.0,843.0,580.0,383.0,138624.0,26707.0,51943.0,12251.0,0.000291511278646011,0.0006061734777890991,0.00027128030271139983,0.0005851831027233169,0.0007561765326582904,0.0008094035925675614,0.000953200118495347,0.0008611657545498352
Z79.899,1573.0,1190.0,701.0,537.0,647658.0,122221.0,220077.0,66186.0,0.0003261360180015471,0.0008556897254674115,0.00032787498655291605,0.0008204786583875226,0.0035328931555026768,0.003704126876369488,0.004038608137344791,0.004652446055884041
Z80.0,0.0,0.0,0.0,0.0,41108.0,16456.0,11870.0,6442.0,0.0,0.0,0.0,0.0,0.0002242389839026215,0.0004987286299206872,0.0002178250275598207,0.00045283077224798283
Z80.1,0.0,0.0,0.0,0.0,2785.0,1557.0,730.0,485.0,0.0,0.0,0.0,0.0,1.5191825682806287e-05,4.718768089368679e-05,1.339614744049445e-05,3.409235090659293e-05
Z80.2,0.0,0.0,0.0,0.0,150.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182311857884894e-07,3.8489630529853705e-06,0.0,0.0
Z80.3,0.0,0.0,0.0,0.0,19056.0,7025.0,6498.0,3419.0,0.0,0.0,0.0,0.0,0.0001039480898425697,0.00021290523974190734,0.0001192440631073054,0.0002403335005147242
Z80.41,0.0,0.0,0.0,0.0,2406.0,1157.0,775.0,457.0,0.0,0.0,0.0,0.0,1.3124428220047372e-05,3.506496261656751e-05,1.4221937351209862e-05,3.212413270992365e-05
Z80.42,0.0,0.0,0.0,0.0,12610.0,5132.0,4274.0,2352.0,0.0,0.0,0.0,0.0,6.878596835195235e-05,0.00015553447549544034,7.84316906310593e-05,0.00016533032852021975
Z80.49,0.0,0.0,0.0,0.0,1102.0,679.0,405.0,278.0,0.0,0.0,0.0,0.0,6.011271778259436e-06,2.0578314275409975e-05,7.432109196438702e-06,1.9541594952645023e-05
Z80.51,0.0,0.0,0.0,0.0,473.0,273.0,171.0,102.0,0.0,0.0,0.0,0.0,2.5801556725197034e-06,8.273755224133907e-06,3.138001660718563e-06,7.169937716438101e-06
Z80.52,0.0,0.0,0.0,0.0,536.0,333.0,192.0,139.0,0.0,0.0,0.0,0.0,2.923812770550869e-06,1.00921629657018e-05,3.5233702857190883e-06,9.770797476322511e-06
Z80.6,0.0,0.0,0.0,0.0,395.0,268.0,111.0,84.0,0.0,0.0,0.0,0.0,2.1546754559096887e-06,8.122221245669916e-06,2.036948446431348e-06,5.904654590007848e-06
Z80.7,0.0,0.0,0.0,0.0,480.0,346.0,177.0,125.0,0.0,0.0,0.0,0.0,2.6183397945231662e-06,1.0486151309708175e-05,3.2481069821472846e-06,8.786688377987869e-06
Z80.8,0.0,0.0,0.0,0.0,5796.0,3482.0,2232.0,1530.0,0.0,0.0,0.0,0.0,3.1616453018867235e-05,0.00010552826260232332,4.09591795714844e-05,0.00010754906574657153
Z80.9,0.0,0.0,0.0,0.0,3342.0,2103.0,991.0,689.0,0.0,0.0,0.0,0.0,1.8230190819367546e-05,6.373519134195461e-05,1.8185728922643836e-05,4.843222633946914e-05
Z81.1,0.0,0.0,0.0,0.0,4102.0,1760.0,1272.0,650.0,0.0,0.0,0.0,0.0,2.2375895494029225e-05,5.3339960419324824e-05,2.334232814288896e-05,4.569077956553692e-05
Z81.2,0.0,0.0,0.0,0.0,872.0,319.0,153.0,89.0,0.0,0.0,0.0,0.0,4.756650626717085e-06,9.667867826002624e-06,2.8076856964323985e-06,6.256122125127363e-06
Z81.3,0.0,0.0,0.0,0.0,697.0,426.0,244.0,159.0,0.0,0.0,0.0,0.0,3.8020475766305144e-06,1.2910694965132032e-05,4.477616404768008e-06,1.117666761680057e-05
Z81.4,0.0,0.0,0.0,0.0,744.0,326.0,139.0,105.0,0.0,0.0,0.0,0.0,4.058426681510908e-06,9.880015395852211e-06,2.550773279765382e-06,7.38081823750981e-06
Z81.8,0.0,0.0,0.0,0.0,4862.0,2851.0,1580.0,1020.0,0.0,0.0,0.0,0.0,2.6521600168690905e-05,8.640467452016766e-05,2.8994401309563333e-05,7.169937716438102e-05
Z82.0,0.0,0.0,0.0,0.0,1370.0,979.0,488.0,357.0,0.0,0.0,0.0,0.0,7.47317816353487e-06,2.9670352983249433e-05,8.955232809536016e-06,2.5094782007533355e-05
Z82.1,0.0,0.0,0.0,0.0,182.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92787172090034e-07,4.212644601298949e-06,0.0,0.0
