ICD10Code,trad_icd_count,BFA_icd_count,trad_%,BFA_%
D73.1,1,0,4.1308785787022006e-12,0.0
E23.7,0,1,0.0,9.150679611969598e-12
F06.2,1,1,4.1308785787022006e-12,9.150679611969598e-12
F11.24,6,1,2.4785271472213203e-11,9.150679611969598e-12
F12.21,10,4,4.1308785787022e-11,3.660271844787839e-11
F15.250,2,3,8.261757157404401e-12,2.7452038835908793e-11
F15.288,7,1,2.8916150050915402e-11,9.150679611969598e-12
F19.19,2,0,8.261757157404401e-12,0.0
F24.,1,0,4.1308785787022006e-12,0.0
F30.2,0,1,0.0,9.150679611969598e-12
F40.02,2,2,8.261757157404401e-12,1.8301359223939195e-11
G03.8,0,1,0.0,9.150679611969598e-12
G36.0,2,1,8.261757157404401e-12,9.150679611969598e-12
C22.0,69,21,2.850306219304518e-10,1.9216427185136153e-10
G57.60,2,6,8.261757157404401e-12,5.4904077671817586e-11
L50.8,4,1,1.6523514314808802e-11,9.150679611969598e-12
L56.8,10,0,4.1308785787022e-11,0.0
L89.154,3,2,1.2392635736106602e-11,1.8301359223939195e-11
L90.9,1,0,4.1308785787022006e-12,0.0
M05.20,3,8,1.2392635736106602e-11,7.320543689575678e-11
M12.519,8,4,3.3047028629617605e-11,3.660271844787839e-11
M12.88,2,0,8.261757157404401e-12,0.0
M14.672,11,3,4.54396643657242e-11,2.7452038835908793e-11
M51.35,147,63,6.072391510692235e-10,5.764928155540846e-10
R50.9,3,4,1.2392635736106602e-11,3.660271844787839e-11
S06.0X1S,14,8,5.7832300101830805e-11,7.320543689575678e-11
S06.0X9S,1,10,4.1308785787022006e-12,9.150679611969597e-11
S14.3XXS,53,9,2.1893656467121662e-10,8.235611650772638e-11
S19.9XXD,8,4,3.3047028629617605e-11,3.660271844787839e-11
S22.060G,20,0,8.2617571574044e-11,0.0
S22.49XS,1,1,4.1308785787022006e-12,9.150679611969598e-12
S23.3XXS,3,0,1.2392635736106602e-11,0.0
S23.41XA,14,10,5.7832300101830805e-11,9.150679611969597e-11
S33.6XXD,278,34,1.1483842448792117e-09,3.111231068069663e-10
S34.109D,1,10,4.1308785787022006e-12,9.150679611969597e-11
S34.6XXS,13,0,5.3701421523128606e-11,0.0
S37.29XS,1,0,4.1308785787022006e-12,0.0
S49.82XS,1,0,4.1308785787022006e-12,0.0
S54.02XS,9,1,3.7177907208319803e-11,9.150679611969598e-12
S59.802A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S63.8X2S,3,0,1.2392635736106602e-11,0.0
S72.8X2D,0,17,0.0,1.5556155340348316e-10
M99.07,58,2,2.3959095756472763e-10,1.8301359223939195e-11
H91.21,1,0,4.1308785787022006e-12,0.0
I24.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
I25.84,1,4,4.1308785787022006e-12,3.660271844787839e-11
I47.2,2,0,8.261757157404401e-12,0.0
I70.212,5,2,2.0654392893511e-11,1.8301359223939195e-11
I71.9,2,7,8.261757157404401e-12,6.405475728378719e-11
J37.0,2,0,8.261757157404401e-12,0.0
J45.991,8,5,3.3047028629617605e-11,4.5753398059847985e-11
K05.10,1,0,4.1308785787022006e-12,0.0
K40.21,2,27,8.261757157404401e-12,2.4706834952317913e-10
K46.9,7,5,2.8916150050915402e-11,4.5753398059847985e-11
K59.01,8,1,3.3047028629617605e-11,9.150679611969598e-12
K64.1,2,2,8.261757157404401e-12,1.8301359223939195e-11
L03.032,3,2,1.2392635736106602e-11,1.8301359223939195e-11
L58.1,1,0,4.1308785787022006e-12,0.0
M16.2,10,20,4.1308785787022e-11,1.8301359223939194e-10
M24.28,0,1,0.0,9.150679611969598e-12
M24.569,0,1,0.0,9.150679611969598e-12
M30.1,1,1,4.1308785787022006e-12,9.150679611969598e-12
M46.22,0,2,0.0,1.8301359223939195e-11
M47.10,11,6,4.54396643657242e-11,5.4904077671817586e-11
M65.812,27,0,1.115337216249594e-10,0.0
M67.829,7,2,2.8916150050915402e-11,1.8301359223939195e-11
M77.02,82,15,3.387320434535804e-10,1.3726019417954397e-10
M77.41,24,23,9.914108588885281e-11,2.1046563107530072e-10
R11.10,8,1,3.3047028629617605e-11,9.150679611969598e-12
R14.2,1,1,4.1308785787022006e-12,9.150679611969598e-12
R17.,2,0,8.261757157404401e-12,0.0
R30.0,56,8,2.3132920040732322e-10,7.320543689575678e-11
R33.8,37,1,1.528425074119814e-10,9.150679611969598e-12
M99.04,977,39,4.0358683713920495e-09,3.568765048668143e-10
K58.2,148,17,6.113700296479256e-10,1.5556155340348316e-10
I25.119,19,26,7.848669299534181e-11,2.379176699112095e-10
G47.411,6,2,2.4785271472213203e-11,1.8301359223939195e-11
F10.231,1,0,4.1308785787022006e-12,0.0
S42.201S,1,1,4.1308785787022006e-12,9.150679611969598e-12
M99.33,195,46,8.05521322846929e-10,4.2093126215060144e-10
R69.,40,18,1.65235143148088e-10,1.6471223301545275e-10
Q79.60,49,23,2.0241305035640782e-10,2.1046563107530072e-10
S13.9XXA,60,14,2.47852714722132e-10,1.2810951456757437e-10
C78.89,2,0,8.261757157404401e-12,0.0
S91.332A,0,1,0.0,9.150679611969598e-12
M23.8X1,4,28,1.6523514314808802e-11,2.5621902913514875e-10
F10.90,89,52,3.6764819350449586e-10,4.75835339822419e-10
D02.22,2,1,8.261757157404401e-12,9.150679611969598e-12
F07.81,13,11,5.3701421523128606e-11,1.0065747573166556e-10
H93.A9,8,3,3.3047028629617605e-11,2.7452038835908793e-11
H81.11,6,7,2.4785271472213203e-11,6.405475728378719e-11
M26.603,225,42,9.294476802079951e-10,3.8432854370272307e-10
G51.4,2,2,8.261757157404401e-12,1.8301359223939195e-11
S62.316A,0,1,0.0,9.150679611969598e-12
M15.4,22,4,9.08793287314484e-11,3.660271844787839e-11
S83.92XA,6,4,2.4785271472213203e-11,3.660271844787839e-11
K13.70,1,0,4.1308785787022006e-12,0.0
G24.4,10,1,4.1308785787022e-11,9.150679611969598e-12
C7A.8,1,5,4.1308785787022006e-12,4.5753398059847985e-11
G11.9,0,2,0.0,1.8301359223939195e-11
Z92.21,5,1,2.0654392893511e-11,9.150679611969598e-12
H91.90,20,10,8.2617571574044e-11,9.150679611969597e-11
D09.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
G90.4,3,4,1.2392635736106602e-11,3.660271844787839e-11
L89.619,3,0,1.2392635736106602e-11,0.0
L89.90,4,0,1.6523514314808802e-11,0.0
M21.41,22,3,9.08793287314484e-11,2.7452038835908793e-11
M62.462,9,0,3.7177907208319803e-11,0.0
M76.00,17,8,7.02249358379374e-11,7.320543689575678e-11
M86.60,1,4,4.1308785787022006e-12,3.660271844787839e-11
N18.9,100,26,4.1308785787022e-10,2.379176699112095e-10
N33.,3,0,1.2392635736106602e-11,0.0
N36.42,1,0,4.1308785787022006e-12,0.0
N64.89,1,0,4.1308785787022006e-12,0.0
N77.1,2,0,8.261757157404401e-12,0.0
P04.2,1,0,4.1308785787022006e-12,0.0
Q66.51,7,8,2.8916150050915402e-11,7.320543689575678e-11
R18.8,9,0,3.7177907208319803e-11,0.0
R25.3,18,2,7.435581441663961e-11,1.8301359223939195e-11
R41.81,10,7,4.1308785787022e-11,6.405475728378719e-11
S00.00XD,0,1,0.0,9.150679611969598e-12
S06.5X1S,1,0,4.1308785787022006e-12,0.0
S12.300S,0,1,0.0,9.150679611969598e-12
S22.41XA,4,2,1.6523514314808802e-11,1.8301359223939195e-11
S29.012D,11,5,4.54396643657242e-11,4.5753398059847985e-11
S42.251G,0,1,0.0,9.150679611969598e-12
S46.002S,13,3,5.3701421523128606e-11,2.7452038835908793e-11
S46.101D,0,1,0.0,9.150679611969598e-12
S46.102A,2,3,8.261757157404401e-12,2.7452038835908793e-11
S63.591A,2,0,8.261757157404401e-12,0.0
S63.92XD,1,0,4.1308785787022006e-12,0.0
S72.302D,1,0,4.1308785787022006e-12,0.0
S76.202S,1,0,4.1308785787022006e-12,0.0
S76.211A,4,2,1.6523514314808802e-11,1.8301359223939195e-11
Z46.89,4,3,1.6523514314808802e-11,2.7452038835908793e-11
G57.61,14,0,5.7832300101830805e-11,0.0
I87.1,1,2,4.1308785787022006e-12,1.8301359223939195e-11
F43.8,152,3,6.278935439627345e-10,2.7452038835908793e-11
F64.9,26,4,1.0740284304625721e-10,3.660271844787839e-11
F19.230,1,0,4.1308785787022006e-12,0.0
F31.63,10,5,4.1308785787022e-11,4.5753398059847985e-11
F31.73,9,7,3.7177907208319803e-11,6.405475728378719e-11
F40.11,5,1,2.0654392893511e-11,9.150679611969598e-12
F70.,1,0,4.1308785787022006e-12,0.0
I69.893,1,0,4.1308785787022006e-12,0.0
I77.74,0,2,0.0,1.8301359223939195e-11
K51.919,6,4,2.4785271472213203e-11,3.660271844787839e-11
M14.80,1,0,4.1308785787022006e-12,0.0
M24.851,6,14,2.4785271472213203e-11,1.2810951456757437e-10
M46.03,7,0,2.8916150050915402e-11,0.0
M46.05,2,0,8.261757157404401e-12,0.0
M48.19,47,10,1.941512931990034e-10,9.150679611969597e-11
M65.842,24,0,9.914108588885281e-11,0.0
M77.00,36,23,1.4871162883327921e-10,2.1046563107530072e-10
M85.88,2,1,8.261757157404401e-12,9.150679611969598e-12
R09.81,195,9,8.05521322846929e-10,8.235611650772638e-11
B35.6,3,2,1.2392635736106602e-11,1.8301359223939195e-11
D17.5,11,0,4.54396643657242e-11,0.0
D41.01,1,0,4.1308785787022006e-12,0.0
D41.02,1,0,4.1308785787022006e-12,0.0
D50.0,10,7,4.1308785787022e-11,6.405475728378719e-11
D86.89,22,1,9.08793287314484e-11,9.150679611969598e-12
M99.81,507,85,2.0943554394020156e-09,7.778077670174158e-10
M71.20,2,1,8.261757157404401e-12,9.150679611969598e-12
L30.9,57,10,2.3546007898602544e-10,9.150679611969597e-11
L74.52,5,0,2.0654392893511e-11,0.0
M99.18,13,0,5.3701421523128606e-11,0.0
M67.839,1,1,4.1308785787022006e-12,9.150679611969598e-12
M87.9,9,4,3.7177907208319803e-11,3.660271844787839e-11
N41.1,25,3,1.03271964467555e-10,2.7452038835908793e-11
N52.1,0,3,0.0,2.7452038835908793e-11
Q85.00,1,1,4.1308785787022006e-12,9.150679611969598e-12
R31.1,1,0,4.1308785787022006e-12,0.0
R68.83,3,0,1.2392635736106602e-11,0.0
R99.,1,0,4.1308785787022006e-12,0.0
S12.191A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S32.050S,2,3,8.261757157404401e-12,2.7452038835908793e-11
S43.302S,1,0,4.1308785787022006e-12,0.0
S43.429D,4,0,1.6523514314808802e-11,0.0
S43.62XS,1,0,4.1308785787022006e-12,0.0
S46.001D,14,1,5.7832300101830805e-11,9.150679611969598e-12
S52.572A,2,0,8.261757157404401e-12,0.0
S54.00XS,1,0,4.1308785787022006e-12,0.0
S67.21XD,2,0,8.261757157404401e-12,0.0
S74.02XA,0,2,0.0,1.8301359223939195e-11
H33.002,2,0,8.261757157404401e-12,0.0
H40.89,12,2,4.9570542944426407e-11,1.8301359223939195e-11
M27.2,8,0,3.3047028629617605e-11,0.0
M47.25,12,1,4.9570542944426407e-11,9.150679611969598e-12
B02.8,51,7,2.106748075138122e-10,6.405475728378719e-11
C56.9,4,0,1.6523514314808802e-11,0.0
D81.89,19,0,7.848669299534181e-11,0.0
F02.81,18,0,7.435581441663961e-11,0.0
F11.29,12,7,4.9570542944426407e-11,6.405475728378719e-11
S46.811D,2,0,8.261757157404401e-12,0.0
S54.01XS,3,1,1.2392635736106602e-11,9.150679611969598e-12
E13.39,1,0,4.1308785787022006e-12,0.0
F11.93,4,2,1.6523514314808802e-11,1.8301359223939195e-11
F12.220,1,0,4.1308785787022006e-12,0.0
F15.150,1,0,4.1308785787022006e-12,0.0
F15.259,12,2,4.9570542944426407e-11,1.8301359223939195e-11
F16.20,4,0,1.6523514314808802e-11,0.0
G44.40,6,9,2.4785271472213203e-11,8.235611650772638e-11
M41.25,16,5,6.609405725923521e-11,4.5753398059847985e-11
M41.30,3,0,1.2392635736106602e-11,0.0
N39.0,28,49,1.1566460020366161e-10,4.4838330098651025e-10
R06.2,5,3,2.0654392893511e-11,2.7452038835908793e-11
Z95.0,10,8,4.1308785787022e-11,7.320543689575678e-11
G21.4,9,2,3.7177907208319803e-11,1.8301359223939195e-11
H93.A3,37,9,1.528425074119814e-10,8.235611650772638e-11
S46.192D,1,0,4.1308785787022006e-12,0.0
M87.052,65,2,2.6850710761564303e-10,1.8301359223939195e-11
F01.54,0,1,0.0,9.150679611969598e-12
S42.017D,10,0,4.1308785787022e-11,0.0
G43.821,5,0,2.0654392893511e-11,0.0
L08.9,4,5,1.6523514314808802e-11,4.5753398059847985e-11
F80.1,2,0,8.261757157404401e-12,0.0
E03.8,6,6,2.4785271472213203e-11,5.4904077671817586e-11
M47.23,60,15,2.47852714722132e-10,1.3726019417954397e-10
K22.70,19,17,7.848669299534181e-11,1.5556155340348316e-10
M87.851,2,5,8.261757157404401e-12,4.5753398059847985e-11
M50.322,750,73,3.0981589340266503e-09,6.679996116737806e-10
E83.30,0,1,0.0,9.150679611969598e-12
S94.8X1A,1,0,4.1308785787022006e-12,0.0
E13.9,5,10,2.0654392893511e-11,9.150679611969597e-11
M99.86,24,2,9.914108588885281e-11,1.8301359223939195e-11
S14.8XXD,0,5,0.0,4.5753398059847985e-11
S44.01XS,4,0,1.6523514314808802e-11,0.0
M86.18,1,0,4.1308785787022006e-12,0.0
Z73.82,25,0,1.03271964467555e-10,0.0
M76.52,16,4,6.609405725923521e-11,3.660271844787839e-11
R23.1,5,0,2.0654392893511e-11,0.0
S24.103D,2,4,8.261757157404401e-12,3.660271844787839e-11
G57.93,85,29,3.5112467918968703e-10,2.653697087471183e-10
K61.1,3,3,1.2392635736106602e-11,2.7452038835908793e-11
S83.212A,0,1,0.0,9.150679611969598e-12
G20.B2,116,37,4.791819151294553e-10,3.3857514564287507e-10
G47.429,4,3,1.6523514314808802e-11,2.7452038835908793e-11
M33.20,4,0,1.6523514314808802e-11,0.0
Z86.31,6,12,2.4785271472213203e-11,1.0980815534363517e-10
N31.8,21,8,8.674845015274621e-11,7.320543689575678e-11
B07.0,0,7,0.0,6.405475728378719e-11
S54.01XD,12,0,4.9570542944426407e-11,0.0
S32.000A,11,16,4.54396643657242e-11,1.4641087379151356e-10
F14.20,954,68,3.940858164081899e-09,6.222462136139326e-10
E27.3,1,1,4.1308785787022006e-12,9.150679611969598e-12
D50.9,29,44,1.1979547878236381e-10,4.0262990292666226e-10
M46.97,62,2,2.561144718795364e-10,1.8301359223939195e-11
K70.0,5,5,2.0654392893511e-11,4.5753398059847985e-11
M24.852,3,1,1.2392635736106602e-11,9.150679611969598e-12
F17.290,125,24,5.16359822337775e-10,2.1961631068727034e-10
S81.802D,1,5,4.1308785787022006e-12,4.5753398059847985e-11
S83.232S,7,3,2.8916150050915402e-11,2.7452038835908793e-11
S83.282D,2,1,8.261757157404401e-12,9.150679611969598e-12
S83.91XA,1,6,4.1308785787022006e-12,5.4904077671817586e-11
S88.011D,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S88.119S,4,2,1.6523514314808802e-11,1.8301359223939195e-11
W19.XXXS,4,1,1.6523514314808802e-11,9.150679611969598e-12
Z62.820,1,0,4.1308785787022006e-12,0.0
I69.352,36,1,1.4871162883327921e-10,9.150679611969598e-12
I69.359,97,3,4.0069522213411345e-10,2.7452038835908793e-11
K22.4,7,3,2.8916150050915402e-11,2.7452038835908793e-11
K22.719,27,7,1.115337216249594e-10,6.405475728378719e-11
K92.9,2,1,8.261757157404401e-12,9.150679611969598e-12
L30.0,2,1,8.261757157404401e-12,9.150679611969598e-12
M11.29,3,0,1.2392635736106602e-11,0.0
M16.10,10,8,4.1308785787022e-11,7.320543689575678e-11
R79.9,11,1,4.54396643657242e-11,9.150679611969598e-12
S83.211S,4,1,1.6523514314808802e-11,9.150679611969598e-12
S92.355A,1,0,4.1308785787022006e-12,0.0
T76.21XS,2,0,8.261757157404401e-12,0.0
S93.491S,4,0,1.6523514314808802e-11,0.0
F01.50,21,8,8.674845015274621e-11,7.320543689575678e-11
S23.9XXD,6,3,2.4785271472213203e-11,2.7452038835908793e-11
W01.198A,1,5,4.1308785787022006e-12,4.5753398059847985e-11
Z30.430,1,4,4.1308785787022006e-12,3.660271844787839e-11
Z72.51,1,0,4.1308785787022006e-12,0.0
Z76.0,26,27,1.0740284304625721e-10,2.4706834952317913e-10
Z87.892,0,1,0.0,9.150679611969598e-12
M99.88,23,1,9.501020731015061e-11,9.150679611969598e-12
S86.091D,1,0,4.1308785787022006e-12,0.0
Z71.2,15,6,6.1963178680533e-11,5.4904077671817586e-11
Z91.410,14,1,5.7832300101830805e-11,9.150679611969598e-12
W19.XXXA,15,6,6.1963178680533e-11,5.4904077671817586e-11
Z12.11,12,12,4.9570542944426407e-11,1.0980815534363517e-10
Z60.0,7,1,2.8916150050915402e-11,9.150679611969598e-12
Z74.1,10,8,4.1308785787022e-11,7.320543689575678e-11
Z86.59,13,7,5.3701421523128606e-11,6.405475728378719e-11
Z91.89,4,8,1.6523514314808802e-11,7.320543689575678e-11
B02.33,1,37,4.1308785787022006e-12,3.3857514564287507e-10
C15.5,4,8,1.6523514314808802e-11,7.320543689575678e-11
D41.4,1,3,4.1308785787022006e-12,2.7452038835908793e-11
E10.8,3,2,1.2392635736106602e-11,1.8301359223939195e-11
F10.120,3,1,1.2392635736106602e-11,9.150679611969598e-12
F17.211,74,8,3.056850148239628e-10,7.320543689575678e-11
F45.41,21,5,8.674845015274621e-11,4.5753398059847985e-11
F69.,4,1,1.6523514314808802e-11,9.150679611969598e-12
S22.32XD,1,2,4.1308785787022006e-12,1.8301359223939195e-11
S40.922A,0,1,0.0,9.150679611969598e-12
E78.1,8,4,3.3047028629617605e-11,3.660271844787839e-11
F31.75,3,2,1.2392635736106602e-11,1.8301359223939195e-11
G51.9,35,7,1.4458075025457702e-10,6.405475728378719e-11
G54.7,6,2,2.4785271472213203e-11,1.8301359223939195e-11
G57.12,95,16,3.92433464976709e-10,1.4641087379151356e-10
M80.08XS,6,4,2.4785271472213203e-11,3.660271844787839e-11
M80.80XS,3,1,1.2392635736106602e-11,9.150679611969598e-12
N19.,7,2,2.8916150050915402e-11,1.8301359223939195e-11
M26.602,113,30,4.667892793933486e-10,2.7452038835908793e-10
M26.609,392,236,1.6193044028512626e-09,2.159560388424825e-09
M50.321,291,22,1.2020856664023403e-09,2.0131495146333113e-10
G56.93,18,2,7.435581441663961e-11,1.8301359223939195e-11
M50.323,320,17,1.321881145184704e-09,1.5556155340348316e-10
M50.922,46,8,1.9002041462030122e-10,7.320543689575678e-11
M50.923,37,0,1.528425074119814e-10,0.0
K58.1,218,19,9.005315301570797e-10,1.7386291262742234e-10
N50.811,48,8,1.9828217177770563e-10,7.320543689575678e-11
G57.83,22,4,9.08793287314484e-11,3.660271844787839e-11
R39.82,55,11,2.2719832182862103e-10,1.0065747573166556e-10
Z20.818,1,0,4.1308785787022006e-12,0.0
Z20.828,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z72.3,17,18,7.02249358379374e-11,1.6471223301545275e-10
Z85.51,1,0,4.1308785787022006e-12,0.0
E87.8,2,0,8.261757157404401e-12,0.0
R51.,1,0,4.1308785787022006e-12,0.0
M12.561,10,42,4.1308785787022e-11,3.8432854370272307e-10
S83.411D,7,0,2.8916150050915402e-11,0.0
G45.0,1,1,4.1308785787022006e-12,9.150679611969598e-12
H57.10,10,15,4.1308785787022e-11,1.3726019417954397e-10
M15.8,40,21,1.65235143148088e-10,1.9216427185136153e-10
M32.8,14,0,5.7832300101830805e-11,0.0
M65.339,2,0,8.261757157404401e-12,0.0
G65.0,24,25,9.914108588885281e-11,2.2876699029923994e-10
H02.403,1,1,4.1308785787022006e-12,9.150679611969598e-12
H52.13,4,1,1.6523514314808802e-11,9.150679611969598e-12
H81.392,2,0,8.261757157404401e-12,0.0
H92.02,32,45,1.3218811451847042e-10,4.117805825386319e-10
I47.1,5,5,2.0654392893511e-11,4.5753398059847985e-11
I49.3,3,1,1.2392635736106602e-11,9.150679611969598e-12
I50.30,5,11,2.0654392893511e-11,1.0065747573166556e-10
I63.511,2,0,8.261757157404401e-12,0.0
I70.263,1,0,4.1308785787022006e-12,0.0
K08.199,1,56,4.1308785787022006e-12,5.124380582702975e-10
K08.434,1,0,4.1308785787022006e-12,0.0
K13.21,1,0,4.1308785787022006e-12,0.0
K40.20,18,5,7.435581441663961e-11,4.5753398059847985e-11
K43.2,1,4,4.1308785787022006e-12,3.660271844787839e-11
L03.119,1,3,4.1308785787022006e-12,2.7452038835908793e-11
L30.1,1,1,4.1308785787022006e-12,9.150679611969598e-12
L72.0,5,7,2.0654392893511e-11,6.405475728378719e-11
L89.322,2,1,8.261757157404401e-12,9.150679611969598e-12
M11.239,14,1,5.7832300101830805e-11,9.150679611969598e-12
M17.5,36,23,1.4871162883327921e-10,2.1046563107530072e-10
M20.12,11,2,4.54396643657242e-11,1.8301359223939195e-11
M25.769,1,0,4.1308785787022006e-12,0.0
M35.03,1,0,4.1308785787022006e-12,0.0
M76.11,5,1,2.0654392893511e-11,9.150679611969598e-12
M79.A22,3,0,1.2392635736106602e-11,0.0
M79.A9,2,3,8.261757157404401e-12,2.7452038835908793e-11
N46.9,3,0,1.2392635736106602e-11,0.0
N80.3,9,0,3.7177907208319803e-11,0.0
N94.9,6,0,2.4785271472213203e-11,0.0
N97.9,123,2,5.080980651803707e-10,1.8301359223939195e-11
Q76.427,1,0,4.1308785787022006e-12,0.0
Q78.2,7,1,2.8916150050915402e-11,9.150679611969598e-12
R10.0,1,1,4.1308785787022006e-12,9.150679611969598e-12
R39.89,4,1,1.6523514314808802e-11,9.150679611969598e-12
R40.0,11,0,4.54396643657242e-11,0.0
S06.309S,32,0,1.3218811451847042e-10,0.0
S06.336S,2,0,8.261757157404401e-12,0.0
E05.20,0,2,0.0,1.8301359223939195e-11
I69.80,2,0,8.261757157404401e-12,0.0
M02.38,1,0,4.1308785787022006e-12,0.0
M46.06,5,29,2.0654392893511e-11,2.653697087471183e-10
M47.813,113,15,4.667892793933486e-10,1.3726019417954397e-10
R07.1,23,4,9.501020731015061e-11,3.660271844787839e-11
R63.2,3,0,1.2392635736106602e-11,0.0
S16.1XXS,103,3,4.2548049360632665e-10,2.7452038835908793e-11
S46.192A,2,1,8.261757157404401e-12,9.150679611969598e-12
S76.811A,3,2,1.2392635736106602e-11,1.8301359223939195e-11
T20.09XS,1,0,4.1308785787022006e-12,0.0
V49.9XXS,1,0,4.1308785787022006e-12,0.0
W06.XXXS,1,0,4.1308785787022006e-12,0.0
R20.9,74,24,3.056850148239628e-10,2.1961631068727034e-10
S73.192A,9,0,3.7177907208319803e-11,0.0
S76.892D,5,0,2.0654392893511e-11,0.0
Y93.F9,1,0,4.1308785787022006e-12,0.0
M41.50,1,1,4.1308785787022006e-12,9.150679611969598e-12
V89.2XXD,0,2,0.0,1.8301359223939195e-11
Z77.090,5,2,2.0654392893511e-11,1.8301359223939195e-11
S93.401D,4,2,1.6523514314808802e-11,1.8301359223939195e-11
M21.619,20,21,8.2617571574044e-11,1.9216427185136153e-10
M26.622,37,15,1.528425074119814e-10,1.3726019417954397e-10
I69.019,6,0,2.4785271472213203e-11,0.0
M26.631,8,0,3.3047028629617605e-11,0.0
M62.84,2,0,8.261757157404401e-12,0.0
H93.A1,2,0,8.261757157404401e-12,0.0
E11.3599,0,2,0.0,1.8301359223939195e-11
G56.83,5,0,2.0654392893511e-11,0.0
N50.819,62,28,2.561144718795364e-10,2.5621902913514875e-10
K58.8,81,23,3.346011648748782e-10,2.1046563107530072e-10
M26.621,35,7,1.4458075025457702e-10,6.405475728378719e-11
N83.209,4,2,1.6523514314808802e-11,1.8301359223939195e-11
N50.812,117,19,4.833127937081574e-10,1.7386291262742234e-10
K08.89,6,31,2.4785271472213203e-11,2.836710679710575e-10
M50.920,32,10,1.3218811451847042e-10,9.150679611969597e-11
K85.91,6,1,2.4785271472213203e-11,9.150679611969598e-12
S02.641S,1,0,4.1308785787022006e-12,0.0
D89.42,1,0,4.1308785787022006e-12,0.0
N39.492,2,0,8.261757157404401e-12,0.0
I16.0,4,3,1.6523514314808802e-11,2.7452038835908793e-11
I69.911,8,1,3.3047028629617605e-11,9.150679611969598e-12
N42.39,3,0,1.2392635736106602e-11,0.0
G20.A1,245,46,1.0120652517820392e-09,4.2093126215060144e-10
L29.8,100,3,4.1308785787022e-10,2.7452038835908793e-11
I49.5,2,3,8.261757157404401e-12,2.7452038835908793e-11
Z72.6,6,0,2.4785271472213203e-11,0.0
M16.52,14,20,5.7832300101830805e-11,1.8301359223939194e-10
D23.5,0,2,0.0,1.8301359223939195e-11
M24.571,0,1,0.0,9.150679611969598e-12
K57.33,3,1,1.2392635736106602e-11,9.150679611969598e-12
R89.1,4,0,1.6523514314808802e-11,0.0
K21.00,69,6,2.850306219304518e-10,5.4904077671817586e-11
M00.862,0,12,0.0,1.0980815534363517e-10
H04.123,17,15,7.02249358379374e-11,1.3726019417954397e-10
G83.9,1,0,4.1308785787022006e-12,0.0
C82.98,2,0,8.261757157404401e-12,0.0
F10.11,86,15,3.5525555776838923e-10,1.3726019417954397e-10
